food_category	restaurant	item_name	item_description	calories	total_fat	saturated_fat	trans_fat	cholesterol	sodium	carbohydrates	dietary_fiber	sugar	protein	health_score	reasoning	food_type	protein_type	
Entrees	Buffalo Wild Wings	"Breakfast Platter, with Bacon"	"Breakfast Platter, with Bacon, Breakfast, at Participating Locations Only"	1050	60	24	1	415	3410	91	9	10	40	4.7	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium"	Breakfast	Pork	
Entrees	Buffalo Wild Wings	"Breakfast Platter, with Sausage"	"Breakfast Platter, with Sausage, Breakfast, at Participating Locations Only"	1330	90	34	1	465	3280	102	9	10	36	4.7	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium"	Breakfast	Pork	
Entrees	Buffalo Wild Wings	"Omelet, with Bacon"	"Omelet, with Bacon, Breakfast, at Participating Locations Only"	810	50	21	1.5	605	1990	53	7	5	35	4.8	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium"	Breakfast	Pork	
Entrees	Buffalo Wild Wings	"Omelet, with Chicken"	"Omelet, with Chicken, Breakfast, at Participating Locations Only"	880	48	19	1.5	650	2540	54	7	5	59	4.7	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium"	Breakfast	Chicken	
Entrees	Buffalo Wild Wings	"Omelet, with Sausage"	"Omelet, with Sausage, Breakfast, at Participating Locations Only"	990	69	27	1.5	630	2080	58	7	5	36	4.5	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium"	Breakfast	Pork	
Entrees	Buffalo Wild Wings	50 Count Boneless Wings	"50 Count Boneless Wings, Choice of 2 8fl oz Sauces Per 50 Wings, Wings & Accompaniments, Party Menu"	3030	155	60	9	710	10470	170	6	3	240	4.4	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Wings	Chicken	
Entrees	Buffalo Wild Wings	100 Count Boneless Wings	"100 Count Boneless Wings, Choice of 2 8fl oz Sauces Per 50 Wings, Wings & Accompaniments, Party Menu"	6070	310	120	19	1425	20950	340	12	6	479	5	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium"	Wings	Chicken	
Entrees	Buffalo Wild Wings	150 Count Boneless Wings	"150 Count Boneless Wings, Choice of 2 8fl oz Sauces Per 50 Wings, Wings & Accompaniments, Party Menu"	9100	465	180	28	2135	31420	509	18	9	719	4.8	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium"	Wings	Chicken	
Entrees	Buffalo Wild Wings	50 Count Traditional Wings	"50 Count Traditional Wings, Choice of 2 8fl oz Sauces Per 50 Wings, Wings & Accompaniments, Party Menu"	3600	204	67	4.5	1805	1340	0	0	0	442	3.3	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Wings	Chicken	
Entrees	Buffalo Wild Wings	100 Count Traditional Wings	"100 Count Traditional Wings, Choice of 2 8fl oz Sauces Per 50 Wings, Wings & Accompaniments, Party Menu"	7200	408	135	9	3605	2670	0	0	0	883	3.3	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Wings	Chicken	
Entrees	Buffalo Wild Wings	150 Count Traditional Wings	"150 Count Traditional Wings, Choice of 2 8fl oz Sauces Per 50 Wings, Wings & Accompaniments, Party Menu"	10800	612	202	14	5410	4010	0	0	0	1325	3.3	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Wings	Chicken	
Entrees	Buffalo Wild Wings	Cauliflower Wings	"Cauliflower Wings, Choice of 2 8fl oz Sauces Per 50 Wings, Wings & Accompaniments, Party Menu"	4180	229	90	13	260	5200	465	1	34	64	2.2	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium, sugar | Low: dietary fiber"	Wings	Chicken	
Entrees	Buffalo Wild Wings	Hand-Breaded Chicken Tenders (25 ea)	"Hand-Breaded Chicken Tenders (25 ea), Tenders & More"	4100	200	78	11	920	12390	282	15	0	292	5.3	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium"	Tenders	Chicken	
Entrees	Buffalo Wild Wings	Naked Chicken Tenders (25 ea)	"Naked Chicken Tenders (25 ea), Tenders & More"	1310	9	3	0	10	9530	0	0	0	307	7.7	"High: calories, sodium | Low: dietary fiber"	Tenders	Chicken	
Entrees	Buffalo Wild Wings	Tenders Combo (25 ea)	"Tenders Combo (25 ea), Tenders & More"	2760	109	42	6	485	11020	147	8	0	299	5	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium"	Tenders	Chicken	
Entrees	Buffalo Wild Wings	"15 Count Traditional Wings (Flats Only), Add Signature Sauce or Dry Seasoning"	"15 Count Traditional Wings (Flats Only), Add Signature Sauce or Dry Seasoning"	1020	63	20	1.5	530	350	0	0	0	115	4.2	"High: calories, total fat, saturated fat, trans fat, cholesterol | Low: dietary fiber"	Wings	Chicken	
Entrees	Buffalo Wild Wings	"15 Count Traditional Wings (Drums Only), Add Signature Sauce or Dry Seasoning"	"15 Count Traditional Wings (Drums Only), Add Signature Sauce or Dry Seasoning"	1120	58	20	1.5	545	450	0	0	0	150	4.1	"High: calories, total fat, saturated fat, trans fat, cholesterol | Low: dietary fiber"	Wings	Chicken	
Entrees	Buffalo Wild Wings	"20 Count Traditional Wings (Flats Only), Add Signature Sauce or Dry Seasoning"	"20 Count Traditional Wings (Flats Only), Add Signature Sauce or Dry Seasoning"	1370	84	27	1.5	705	470	0	0	0	154	4	"High: calories, total fat, saturated fat, trans fat, cholesterol | Low: dietary fiber"	Wings	Chicken	
Entrees	Buffalo Wild Wings	"20 Count Traditional Wings (Drums Only), Add Signature Sauce or Dry Seasoning"	"20 Count Traditional Wings (Drums Only), Add Signature Sauce or Dry Seasoning"	1490	77	26	2	725	600	0	0	0	200	3.9	"High: calories, total fat, saturated fat, trans fat, cholesterol | Low: dietary fiber"	Wings	Chicken	
Entrees	Buffalo Wild Wings	"30 Count Traditional Wings (Flats Only), Add Signature Sauce or Dry Seasoning"	"30 Count Traditional Wings (Flats Only), Add Signature Sauce or Dry Seasoning"	2050	125	41	2.5	1055	700	0	0	0	230	3.8	"High: calories, total fat, saturated fat, trans fat, cholesterol | Low: dietary fiber"	Wings	Chicken	
Entrees	Buffalo Wild Wings	"30 Count Traditional Wings (Drums Only), Add Signature Sauce or Dry Seasoning"	"30 Count Traditional Wings (Drums Only), Add Signature Sauce or Dry Seasoning"	2240	116	39	3	1085	900	0	0	0	299	3.6	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Wings	Chicken	
Entrees	Burger King	"Breakfast Meals, French Toast Sticks, 5"	"Breakfast Meals, French Toast Sticks, 5, Breakfast"	380	18	3	0	0	430	49	3	13	6	7.7	"Low: dietary fiber, protein"	Breakfast	Unknown	
Entrees	Burger King	Pancakes & Sausage Platter	"Pancakes & Sausage Platter, Breakfast"	610	31	9	0	80	1010	72	1	30	12	4.6	"High: total fat, saturated fat, sodium, sugar | Low: dietary fiber"	Breakfast	Pork	
Entrees	Burger King	"Chicken Nuggets, 10 Piece"	"Chicken Nuggets, 10 Piece, Chicken & Fish"	480	27	4.5	0	55	1010	39	2	11	20	7.2	"High: total fat, sodium | Low: dietary fiber"	Burger	Chicken	
Entrees	Burger King	"Chicken Nuggets, 20 Piece"	"Chicken Nuggets, 20 Piece, Chicken & Fish"	910	54	9	0	115	1790	66	4	12	39	5.4	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Burger	Chicken	
Entrees	Burger King	"Chicken Fries, 9 Piece"	"Chicken Fries, 9 Piece, Chicken & Fish"	430	32	143	0	45	930	21	1	2	14	6.5	"High: total fat, saturated fat, sodium | Low: dietary fiber"	Burger	Chicken	
Entrees	Burger King	"Spicy Nuggets, 4 Piece"	"Spicy Nuggets, 4 Piece, Chicken & Fish"	210	15	3	0	20	570	11	2	0	8	8.4	"Low: dietary fiber, protein"	Burger	Chicken	
Entrees	Burger King	"Spicy Nuggets, 20 Piece"	"Spicy Nuggets, 20 Piece, Chicken & Fish"	1050	74	15	0	110	2840	57	9	2	40	6.7	"High: calories, total fat, saturated fat, cholesterol, sodium"	Burger	Chicken	
Entrees	Burger King	Pancake Platter	"Pancake Platter, Breakfast"	440	16	4	0	50	700	71	1	30	5	5.7	"High: sugar | Low: dietary fiber, protein"	Breakfast	Dairy	
Entrees	Burger King	"Chicken Nuggets, 8 Piece"	"Chicken Nuggets, 8 Piece, Chicken & Fish"	340	22	3.5	0	45	630	21	1	0	16	8.4	Low: dietary fiber	Burger	Chicken	
Entrees	Chick Fil A	"Chick-fil-A Nuggets, 12ct"	"Chick-fil-A Nuggets, 12ct, Entrees"	380	17	3.5	0	125	1820	16	0	1	40	7.1	"High: cholesterol, sodium | Low: dietary fiber"	Nuggets	Chicken	
Entrees	Chick Fil A	"Chick-fil-A Chick-n-Strips, 4ct"	"Chick-fil-A Chick-n-Strips, 4ct, Entrees"	410	19	3.5	0	100	1150	22	0	2	39	7.2	High: sodium | Low: dietary fiber	Tenders	Chicken	
Entrees	Chick Fil A	"Chick-fil-A Chick-n-Strips, 3ct"	"Chick-fil-A Chick-n-Strips, 3ct, Entrees"	310	14	2.5	0	75	870	16	0	2	29	8.1	High: sodium | Low: dietary fiber	Tenders	Chicken	
Entrees	Chick Fil A	"Grilled Nuggets, 8ct"	"Grilled Nuggets, 8ct, Entrees"	130	3	0.5	0	85	440	1	0	1	25	9.4	Low: dietary fiber	Grilled	Chicken	
Entrees	Chick Fil A	"Grilled Nuggets, 12ct"	"Grilled Nuggets, 12ct, Entrees"	200	4.5	1	0	130	660	2	0	1	38	8.6	High: cholesterol | Low: dietary fiber	Grilled	Chicken	
Entrees	Chick Fil A	"Chick-fil-A Chick-n-Strips, 2ct"	"Chick-fil-A Chick-n-Strips, 2ct, Entrees"	200	9	2	0	50	580	11	0	1	19	9.1	Low: dietary fiber	Tenders	Chicken	
Entrees	Chick Fil A	"Chick-fil-A Nuggets, 8ct"	"Chick-fil-A Nuggets, 8ct, Entrees"	250	11	2.5	0	85	1210	11	0	1	27	7.9	High: sodium | Low: dietary fiber	Nuggets	Chicken	
Entrees	Chick Fil A	"Chick-fil-A Nuggets, 30ct"	"Chick-fil-A Nuggets, 30ct, Entrees"	950	43	9	0	315	4550	41	0	4	100	4.6	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Nuggets	Chicken	
Entrees	Chick Fil A	"Hash Brown Scramble Bowl w/ Grilled Filet, no Hash Browns"	"Hash Brown Scramble Bowl w/ Grilled Filet, no Hash Browns, Breakfast"	260	16	7	0	415	950	2	1	2	29	7	"High: saturated fat, cholesterol, sodium | Low: dietary fiber"	Breakfast	Chicken	
Entrees	Chick Fil A	"Hash Brown Scramble Bowl w/ Nuggets, no Hash Browns"	"Hash Brown Scramble Bowl w/ Nuggets, no Hash Browns, Breakfast"	320	20	7	0	415	1100	7	0	2	28	6.4	"High: saturated fat, cholesterol, sodium | Low: dietary fiber"	Breakfast	Unknown	
Entrees	Chick Fil A	"Hash Brown Scramble Bowl w/ Sausage, no Hash Browns"	"Hash Brown Scramble Bowl w/ Sausage, no Hash Browns, Breakfast"	320	26	10	0	395	750	2	0	1	21	6.3	"High: saturated fat, cholesterol | Low: dietary fiber"	Breakfast	Pork	
Entrees	Chick Fil A	Hash Brown Scramble Bowl w/ Grilled Filet	"Hash Brown Scramble Bowl w/ Grilled Filet, Breakfast"	410	26	8	0	415	1190	15	2	2	30	6.3	"High: saturated fat, cholesterol, sodium | Low: dietary fiber"	Breakfast	Chicken	
Entrees	Chick Fil A	Hash Brown Scramble Bowl w/ Sausage	"Hash Brown Scramble Bowl w/ Sausage, Breakfast"	480	37	12	0	395	1020	15	2	1	23	5.8	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Breakfast	Pork	
Entrees	Chick Fil A	Greek Yogurt w/ Granola	"Greek Yogurt w/ Granola, Breakfast"	270	9	3.5	0	20	80	36	1	26	13	8.1	High: sugar | Low: dietary fiber	Breakfast	Dairy	
Entrees	Chick Fil A	Greek Yogurt w/ Cookie Crumbs	"Greek Yogurt w/ Cookie Crumbs, Breakfast"	240	8	3.5	0	20	85	31	1	25	12	8.1	High: sugar | Low: dietary fiber	Breakfast	Dairy	
Entrees	Chick Fil A	"Chick-fil-A Nuggets, 5ct"	"Chick-fil-A Nuggets, 5ct, Entrees"	160	7	1.5	0	50	760	7	0	1	17	9	Low: dietary fiber	Nuggets	Chicken	
Entrees	Chick Fil A	"Grilled Nuggets, 5ct"	"Grilled Nuggets, 5ct, Entrees"	80	2	0	0	55	270	1	0	0	16	10	Low: dietary fiber	Grilled	Chicken	
Entrees	Chick Fil A	"Hot Chick-fil-A Nuggets Tray, Small"	"Hot Chick-fil-A Nuggets Tray, Small, Trays"	30	1.5	0	0	10	150	1	0	0	3	9	"Low: dietary fiber, protein"	Nuggets	Chicken	
Entrees	Chick Fil A	"Hot Chick-fil-A Nuggets Tray, Medium"	"Hot Chick-fil-A Nuggets Tray, Medium, Trays"	30	1.5	0	0	10	150	1	0	0	3	9	"Low: dietary fiber, protein"	Nuggets	Chicken	
Entrees	Chick Fil A	"Hot Chick-fil-A Nuggets Tray, Large"	"Hot Chick-fil-A Nuggets Tray, Large, Trays"	30	1.5	0	0	10	150	1	0	0	3	9	"Low: dietary fiber, protein"	Nuggets	Chicken	
Entrees	Chick Fil A	"Chilled Chick-fil-A Nuggets Tray, Small"	"Chilled Chick-fil-A Nuggets Tray, Small, Trays"	30	1.5	0	0	10	150	1	0	0	3	9	"Low: dietary fiber, protein"	Nuggets	Chicken	
Entrees	Chick Fil A	"Chilled Chick-fil-A Nuggets Tray, Medium"	"Chilled Chick-fil-A Nuggets Tray, Medium, Trays"	30	1.5	0	0	10	150	1	0	0	3	9	"Low: dietary fiber, protein"	Nuggets	Chicken	
Entrees	Chick Fil A	"Chilled Chick-fil-A Nuggets Tray, Large"	"Chilled Chick-fil-A Nuggets Tray, Large, Trays"	30	1.5	0	0	10	150	1	0	0	3	9	"Low: dietary fiber, protein"	Nuggets	Chicken	
Entrees	Chick Fil A	"Hot Chick-n-Strips Tray, Small"	"Hot Chick-n-Strips Tray, Small, Trays"	110	5	1	0	25	300	6	0	1	10	9.2	"Low: dietary fiber, protein"	Tenders	Chicken	
Entrees	Chick Fil A	"Hot Chick-n-Strips Tray, Medium"	"Hot Chick-n-Strips Tray, Medium, Trays"	110	5	1	0	25	300	6	0	1	10	9.2	"Low: dietary fiber, protein"	Tenders	Chicken	
Entrees	Chick Fil A	"Hot Chick-n-Strips Tray, Large"	"Hot Chick-n-Strips Tray, Large, Trays"	110	5	1	0	25	300	6	0	1	10	9.2	"Low: dietary fiber, protein"	Tenders	Chicken	
Entrees	Chick Fil A	"Chilled Chick-n-Strips Tray, Small"	"Chilled Chick-n-Strips Tray, Small, Trays"	110	5	1	0	25	300	6	0	1	10	9.2	"Low: dietary fiber, protein"	Tenders	Chicken	
Entrees	Chick Fil A	"Chilled Chick-n-Strips Tray, Medium"	"Chilled Chick-n-Strips Tray, Medium, Trays"	110	5	1	0	25	300	6	0	1	10	9.2	"Low: dietary fiber, protein"	Tenders	Chicken	
Entrees	Chick Fil A	"Chilled Chick-n-Strips Tray, Large"	"Chilled Chick-n-Strips Tray, Large, Trays"	110	5	1	0	25	300	6	0	1	10	9.2	"Low: dietary fiber, protein"	Tenders	Chicken	
Entrees	Chick Fil A	Hash Brown Scramble Bowl w/ Spicy Chick-n-Strips	"Hash Brown Scramble Bowl w/ Spicy Chick-n-Strips, Breakfast"	440	28	8	0	355	1290	21	4	1	26	6.7	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Breakfast	Chicken	
Entrees	Chick Fil A	Hash Brown Scramble Bowl w/ Spicy Chicken	"Hash Brown Scramble Bowl w/ Spicy Chicken, Breakfast"	460	30	9	0	405	1360	19	2	2	28	6	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Breakfast	Chicken	
Entrees	Chick Fil A	"Hash Brown Scramble Bowl w/ Spicy Chick-n-Strips, no Hash Browns"	"Hash Brown Scramble Bowl w/ Spicy Chick-n-Strips, no Hash Browns, Breakfast"	320	19	7	0	360	1210	10	2	2	27	6.8	"High: saturated fat, cholesterol, sodium | Low: dietary fiber"	Breakfast	Chicken	
Entrees	Chick Fil A	"Hash Brown Scramble Bowl w/ Spicy Chicken, no Hash Browns"	"Hash Brown Scramble Bowl w/ Spicy Chicken, no Hash Browns, Breakfast"	310	20	7	0	405	1110	7	0	2	27	6.4	"High: saturated fat, cholesterol, sodium | Low: dietary fiber"	Breakfast	Chicken	
Entrees	Chick Fil A	"Chick-fil-A Nuggets, 30ct Football-Shaped Tray"	"Chick-fil-A Nuggets, 30ct Football-Shaped Tray, Entrees"	950	43	9	0	315	4550	41	0	4	100	4.6	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Nuggets	Chicken	
Entrees	Chick Fil A	5ct Nuggets Kid's Meal	"5ct Nuggets Kid's Meal, Kid's Meal Sides, Prize, Beverage, Kid's Meals"	160	7	1.5	0	50	760	7	0	1	17	9	Low: dietary fiber	Nuggets	Chicken	
Entrees	Chick Fil A	2ct Chick-n-Strips Kid's Meal	"2ct Chick-n-Strips Kid's Meal, Kid's Meal Sides, Prize, Beverage, Kid's Meals"	200	9	2	0	50	580	11	0	1	19	9.1	Low: dietary fiber	Combo	Chicken	
Entrees	Chick Fil A	5ct Grilled Nuggets Kid's Meal	"5ct Grilled Nuggets Kid's Meal, Kid's Meal Sides, Prize, Beverage, Kid's Meals"	80	2	0	0	55	270	1	0	0	16	10	Low: dietary fiber	Nuggets	Chicken	
Entrees	Chick Fil A	Spicy Grilled Chicken Bundle	"Spicy Grilled Chicken Bundle, Trays"	410	13	5	0	85	1220	42	2	9	33	7.4	High: sodium | Low: dietary fiber	Grilled	Chicken	
Entrees	Dairy Queen	Biscuit and Gravy Dunkers	"Biscuit and Gravy Dunkers, Breakfast"	390	23	11	0.5	0	1260	37	-1	3	6	4.9	"High: saturated fat, sodium | Low: dietary fiber, protein"	Breakfast	Unknown	
Entrees	Dairy Queen	Biscuits & Gravy	"Biscuits & Gravy, Breakfast"	680	37	13	1.5	5	1830	51	1	3	7	3.9	"High: calories, total fat, saturated fat, trans fat, sodium | Low: dietary fiber, protein"	Breakfast	Unknown	
Entrees	Dairy Queen	Breakfast Bowl  Gravy	"Breakfast Bowl  Gravy, Breakfast"	830	59	19	4	360	1690	42	4	2	30	4.3	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Breakfast	Unknown	
Entrees	Dairy Queen	Country Platter with Bacon	"Country Platter with Bacon, Breakfast"	1150	73	24	1	400	2790	55	3	2	39	3.8	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Breakfast	Pork	
Entrees	Dairy Queen	Country Platter with Ham	"Country Platter with Ham, Breakfast"	860	42	13	0.5	365	2350	60	3	2	28	4.6	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Breakfast	Pork	
Entrees	Dairy Queen	Country Platter with Sausage	"Country Platter with Sausage, Breakfast"	1080	66	22	1	400	2030	59	3	2	32	3.8	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Breakfast	Pork	
Entrees	Dairy Queen	Pancake Platter with Bacon	"Pancake Platter with Bacon, Breakfast"	730	42	14	0	120	1970	60	3	11	29	5.3	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Breakfast	Pork	
Entrees	Dairy Queen	Pancake Platter with Ham	"Pancake Platter with Ham, Breakfast"	390	9	3	0	80	1410	61	3	11	18	7.9	High: sodium | Low: dietary fiber	Breakfast	Pork	
Entrees	Dairy Queen	Pancake Platter with Sausage	"Pancake Platter with Sausage, Breakfast"	520	24	8	0	100	980	60	4	11	17	6.9	"High: saturated fat, sodium | Low: dietary fiber"	Breakfast	Pork	
Entrees	Dairy Queen	Pancakes (3)	"Pancakes (3), Breakfast"	260	5	1.5	0	45	530	46	3	8	7	8.4	"Low: dietary fiber, protein"	Breakfast	Dairy	
Entrees	Dairy Queen	Steak Fingers (2)	"Steak Fingers (2), Breakfast"	230	15	4.5	0	25	430	15	1	0	8	8.1	"Low: dietary fiber, protein"	Breakfast	Steak	
Entrees	Dairy Queen	Popcorn Shrimp Basket	"Popcorn Shrimp Basket, Limited Time Offers"	700	31	7	0	105	2710	88	7	14	18	6.8	"High: calories, total fat, saturated fat, cholesterol, sodium"	Fried	Seafood	
Entrees	Jack in the Box	Jumbo Breakfast Platter with Bacon	"Jumbo Breakfast Platter with Bacon, Breakfast"	540	29	6	0	345	1390	47	3	7	23	6.3	"High: total fat, cholesterol, sodium | Low: dietary fiber"	Breakfast	Pork	
Entrees	Jack in the Box	Jumbo Breakfast Platter with Sausage	"Jumbo Breakfast Platter with Sausage , Breakfast"	620	39	9	0	360	1250	47	3	7	21	5.5	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Breakfast	Pork	
Entrees	Jack in the Box	Mini Pancakes (8 pc.)	"Mini Pancakes (8 pc.) , Kids, Breakfast"	140	1.5	0	0	0	350	28	1	6	4	8.8	"Low: dietary fiber, protein"	Breakfast	Dairy	
Entrees	Jack in the Box	Chicken Teriyaki Bowl	"Chicken Teriyaki Bowl, Chicken & More, Better For You"	630	6	1.5	0	65	2120	109	3	34	34	7.3	"High: sodium, sugar | Low: dietary fiber"	Combo	Chicken	
Entrees	Jack in the Box	Chicken Nuggets (5 pc.)	"Chicken Nuggets (5 pc.) , Kids, Jack's Deals, Chicken & More"	240	17	2	0	25	600	13	1	0	9	8.3	"Low: dietary fiber, protein"	Nuggets	Chicken	
Entrees	Jack in the Box	Chicken Nuggets (10 pc.)	"Chicken Nuggets (10 pc.), Jack's Deals, Chicken & More"	480	33	4.5	0	50	1210	26	2	0	19	7.4	"High: total fat, sodium | Low: dietary fiber"	Nuggets	Chicken	
Entrees	Jack in the Box	Chick-N-Tater Melt Munchie Meal	"Chick-N-Tater Melt Munchie Meal , Jack's Munchie Meals"	1940	103	25	1.5	110	3420	215	12	77	43	4.3	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium, sugar"	Combo	Chicken	
Entrees	Jack in the Box	Spicy Nacho Chicken Munchie Meal	"Spicy Nacho Chicken Munchie Meal , Jack's Munchie Meals"	1940	93	15	1	90	3930	231	14	77	53	4.5	"High: calories, total fat, saturated fat, trans fat, sodium, sugar"	Combo	Chicken	
Entrees	Jack in the Box	Sriracha Curly Fry Burger Munchie Meal	"Sriracha Curly Fry Burger Munchie Meal, Jack's Munchie Meals"	1720	87	20	2	105	2890	196	11	75	44	4.4	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium, sugar"	Combo	Beef	
Entrees	Jack in the Box	Crispy Chicken Strips (4 pc.)	"Crispy Chicken Strips (4 pc.)    , Chicken & More"	620	31	3	0	115	2350	42	4	2	44	7.3	"High: total fat, cholesterol, sodium | Low: dietary fiber"	Fried	Chicken	
Entrees	Jack in the Box	Crispy Chicken Strips (6 pc.)	"Crispy Chicken Strips (6 pc.), Chicken & More"	930	46	5	0	170	3520	63	6	4	65	6.4	"High: calories, total fat, cholesterol, sodium | Low: dietary fiber"	Fried	Chicken	
Entrees	Jack in the Box	Crispy Chicken Strips (4 pc.)	"Crispy Chicken Strips (4 pc.) , Kids"	310	15	1.5	0	55	1170	21	2	1	22	8.5	High: sodium | Low: dietary fiber	Fried	Chicken	
Entrees	KFC	Original Recipe Chicken Breast	"Original Recipe Chicken Breast, Original Recipe Chicken"	390	21	4	0	120	1190	11	2	0	39	7.4	"High: cholesterol, sodium | Low: dietary fiber"	Fried	Chicken	
Entrees	KFC	Original Recipe Chicken Drumstick	"Original Recipe Chicken Drumstick, Original Recipe Chicken"	130	8	1.5	0	55	430	4	1	0	12	9.1	Low: dietary fiber	Fried	Chicken	
Entrees	KFC	Original Recipe Chicken Thigh	"Original Recipe Chicken Thigh, Original Recipe Chicken"	280	19	4.5	0	100	910	8	1	0	19	7.8	High: sodium | Low: dietary fiber	Fried	Chicken	
Entrees	KFC	Extra Crispy Chicken Breast	"Extra Crispy Chicken Breast, Extra Crispy Chicken"	530	35	6	0	105	1150	18	0	0	35	6.2	"High: total fat, cholesterol, sodium | Low: dietary fiber"	Fried	Chicken	
Entrees	KFC	Extra Crispy Chicken Drumstick	"Extra Crispy Chicken Drumstick, Extra Crispy Chicken"	170	12	2	0	50	390	5	0	0	10	8.5	"Low: dietary fiber, protein"	Fried	Chicken	
Entrees	KFC	Extra Crispy Chicken Thigh	"Extra Crispy Chicken Thigh, Extra Crispy Chicken"	330	23	4.5	0	100	700	9	0	0	22	7.6	Low: dietary fiber	Fried	Chicken	
Entrees	KFC	Popcorn Nuggets - Large	"Popcorn Nuggets - Large, Popcorn Nuggets"	620	39	5	0	65	1820	39	2	0	27	6.9	"High: total fat, sodium | Low: dietary fiber"	Nuggets	Chicken	
Entrees	KFC	Popcorn Nuggets - Kids	"Popcorn Nuggets - Kids, Popcorn Nuggets"	290	19	2.5	0	30	870	19	1	0	13	8.2	High: sodium | Low: dietary fiber	Nuggets	Chicken	
Entrees	KFC	Chicken Pot Pie	"Chicken Pot Pie, Pot Pie and Bowls"	720	41	25	0	80	1750	60	7	5	26	6.8	"High: calories, total fat, saturated fat, sodium"	Pie	Chicken	
Entrees	KFC	KFC Famous Bowl	"KFC Famous Bowl, Pot Pie and Bowls"	740	35	6	0	45	2350	81	6	2	26	7.6	"High: calories, total fat, sodium | Low: dietary fiber"	Pie	Chicken	
Entrees	KFC	Kentucky Grilled Chicken Breast	"Kentucky Grilled Chicken Breast, Kentucky Grilled Chicken"	210	7	2	0	130	710	0	0	0	38	8.3	High: cholesterol | Low: dietary fiber	Grilled	Chicken	
Entrees	KFC	Kentucky Grilled Chicken Drumstick	"Kentucky Grilled Chicken Drumstick, Kentucky Grilled Chicken"	80	4	1	0	55	220	0	0	0	11	9.2	"Low: dietary fiber, protein"	Grilled	Chicken	
Entrees	KFC	Kentucky Grilled Chicken Thigh	"Kentucky Grilled Chicken Thigh, Kentucky Grilled Chicken"	150	9	3	0	90	420	0	0	0	17	8.9	Low: dietary fiber	Grilled	Chicken	
Entrees	KFC	KFC Famous Bowl - Snack Size	"KFC Famous Bowl - Snack Size, Pot Pie and Bowls"	270	14	3.5	0	20	850	27	2	1	11	8.3	"High: sodium | Low: dietary fiber, protein"	Bowl	Chicken	
Entrees	KFC	Spicy Crispy Chicken Breast	"Spicy Crispy Chicken Breast, Spicy Crispy Chicken"	350	20	3.5	0	100	1100	11	1	0	30	7.6	High: sodium | Low: dietary fiber	Fried	Chicken	
Entrees	KFC	Spicy Crispy Chicken Drumstick	"Spicy Crispy Chicken Drumstick, Spicy Crispy Chicken"	130	8	1.5	0	40	420	5	1	0	9	8.9	"Low: dietary fiber, protein"	Fried	Chicken	
Entrees	KFC	Spicy Crispy Chicken Thigh	"Spicy Crispy Chicken Thigh, Spicy Crispy Chicken"	270	20	3.5	0	65	720	10	1	0	13	8	Low: dietary fiber	Fried	Chicken	
Entrees	KFC	Extra Crispy Tender (each)	"Extra Crispy Tender (each), Extra Crispy Tenders"	140	7	1	0	25	320	8	0	0	10	9.1	"Low: dietary fiber, protein"	Tenders	Chicken	
Entrees	KFC	Nashville Hot Extra Crispy Chicken Breast	"Nashville Hot Extra Crispy Chicken Breast, Nashville Hot Chicken"	770	60	10	0	105	1530	21	1	1	35	5.4	"High: calories, total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Fried	Chicken	
